ID,Marca,Modelo,Ano,Cor,Combustível,Potência (cv),Número de Portas,Quilômetros,Condição,Garantia (meses),Cidade,Estado,Preço (R$)
1949,Volkswagen,T-Cross,2021,Beige,Flex,85,5,3656,Usado - Como Novo,36,Manaus,AM,10993.55
1950,Hyundai,HB20,2024,Vermelho,Elétrico,150,4,259,Novo,0,Belo Horizonte,MG,18041.15
1951,Toyota,RAV4,2017,Marrom,Híbrido,180,4,251705,Usado - Regular,24,Fortaleza,CE,4535.39
1952,Honda,Fit,2016,Cinza,Flex,120,4,10583,Usado - Como Novo,36,Goiânia,GO,10574.21
1953,Ford,Ranger,2018,Marrom,Gasolina,75,4,95,Novo,36,Florianópolis,SC,9770.06
1954,Fiat,Punto,2021,Vermelho,Gasolina,85,2,243,Novo,48,Florianópolis,SC,8164.65
1955,Audi,A4,2022,Cinza,Flex,150,5,497,Novo,0,Manaus,AM,48381.85
1956,BMW,520i,2014,Branco,Gasolina,150,4,240244,Usado - Regular,36,Recife,PE,10428.69
1957,Ford,Ka,2024,Cinza,Flex,60,2,120,Novo,0,Florianópolis,SC,10854.95
1958,Hyundai,Bayon,2025,Cinza,Híbrido,150,4,102647,Usado - Bom Estado,12,Belém,PA,8911.89
1959,Ford,Ka,2013,Preto,Gasolina,130,4,98886,Usado - Bom Estado,12,Goiânia,GO,4114.76
1960,Nissan,X-Trail,2015,Marrom,Híbrido,110,5,36831,Usado - Como Novo,6,Goiânia,GO,7211.23
1961,Toyota,Yaris,2014,Marrom,Flex,200,4,103207,Usado - Bom Estado,48,São Paulo,SP,6988.15
1962,Hyundai,Tucson,2015,Laranja,Flex,110,2,25149,Usado - Como Novo,24,Belém,PA,7001.28
1963,Kia,Seltos,2018,Cinza,Gasolina,60,4,4,Novo,0,Curitiba,PR,8365.67
1964,Hyundai,Bayon,2016,Beige,Híbrido,100,4,356,Novo,12,Curitiba,PR,9745.5
1965,Chevrolet,Equinox,2015,Preto,Gasolina,130,4,27935,Usado - Como Novo,0,Manaus,AM,5864.62
1966,Chevrolet,Trax,2025,Preto,Diesel,85,4,37485,Usado - Como Novo,12,Belém,PA,10675.01
1967,Honda,Civic,2017,Preto,Gasolina,150,4,103636,Usado - Bom Estado,12,Manaus,AM,6946.39
1968,Hyundai,Bayon,2018,Marrom,Flex,85,4,67112,Usado - Bom Estado,6,Manaus,AM,5676.78
1969,Volkswagen,Fox,2023,Laranja,Diesel,85,5,290,Novo,36,Porto Alegre,RS,15193.22
1970,Toyota,Yaris,2025,Prata,Diesel,80,2,86246,Usado - Bom Estado,36,Florianópolis,SC,10863.36
1971,Toyota,RAV4,2022,Vermelho,Flex,150,4,76,Novo,24,Belo Horizonte,MG,15680.55
1972,Kia,Seltos,2016,Branco,Flex,100,4,260664,Usado - Regular,48,Goiânia,GO,4000.0
1973,Volkswagen,Tiguan,2023,Branco,Gasolina,85,4,191399,Usado - Regular,24,Belém,PA,4000.0
1974,Chevrolet,Malibu,2018,Vermelho,Gasolina,130,4,247,Novo,24,Salvador,BA,9418.69
1975,Volkswagen,T-Cross,2014,Preto,Elétrico,110,4,82537,Usado - Bom Estado,0,Curitiba,PR,5977.85
1976,BMW,320i,2018,Verde,Gasolina,200,5,192733,Usado - Regular,0,Manaus,AM,13832.69
1977,Volkswagen,Fox,2023,Vermelho,Diesel,100,4,162,Novo,0,Florianópolis,SC,13935.15
1978,Hyundai,Tucson,2014,Prata,Diesel,75,4,424,Novo,36,Florianópolis,SC,9298.02
1979,Kia,Picanto,2025,Prata,Diesel,150,2,28320,Usado - Como Novo,48,Belém,PA,12415.01
1980,Kia,Picanto,2017,Cinza,Gasolina,75,5,391,Novo,0,Goiânia,GO,8760.05
1981,Honda,Fit,2019,Cinza,Elétrico,100,4,176170,Usado - Regular,0,Florianópolis,SC,4652.33
1982,Nissan,Kicks,2024,Cinza,Diesel,85,4,240444,Usado - Regular,36,Belo Horizonte,MG,4000.0
1983,Hyundai,Bayon,2017,Cinza,Elétrico,150,4,122716,Usado - Regular,12,Porto Alegre,RS,4346.7
1984,Chevrolet,Malibu,2021,Verde,Diesel,130,4,22709,Usado - Como Novo,48,Rio de Janeiro,RJ,9912.25
1985,Honda,Accord,2022,Verde,Flex,120,4,303,Novo,48,Rio de Janeiro,RJ,17290.63
1986,Toyota,Corolla,2014,Laranja,Flex,200,5,33390,Usado - Como Novo,6,Rio de Janeiro,RJ,9609.62
1987,Fiat,500,2023,Branco,Flex,60,4,306788,Usado - Regular,24,Belém,PA,4000.0
1988,Chevrolet,Equinox,2016,Marrom,Flex,110,4,88732,Usado - Bom Estado,24,Recife,PE,4705.57
1989,Hyundai,Tucson,2020,Verde,Diesel,60,4,180295,Usado - Regular,24,Belém,PA,4000.0
1990,Fiat,Palio,2019,Azul,Gasolina,130,4,210493,Usado - Regular,48,Belém,PA,4000.0
1991,Fiat,Punto,2017,Prata,Gasolina,85,2,8482,Usado - Como Novo,12,São Paulo,SP,5034.73
1992,Honda,Civic,2020,Marrom,Gasolina,180,4,393,Novo,36,Goiânia,GO,15546.9
1993,Ford,Fusion,2013,Prata,Gasolina,110,2,385,Novo,24,Goiânia,GO,6680.56
1994,Honda,HR-V,2024,Cinza,Flex,100,2,106888,Usado - Bom Estado,24,Belém,PA,8592.29
1995,Fiat,500,2022,Verde,Flex,60,5,226307,Usado - Regular,0,São Paulo,SP,4000.0
1996,Ford,Ka,2020,Marrom,Diesel,130,4,22235,Usado - Como Novo,36,Fortaleza,CE,10931.3
1997,BMW,X3,2021,Preto,Flex,230,4,326783,Usado - Regular,12,Salvador,BA,12708.65
1998,Toyota,RAV4,2024,Laranja,Flex,120,5,113706,Usado - Bom Estado,0,Recife,PE,9260.11
1999,Toyota,Camry,2021,Azul,Flex,100,4,6,Novo,0,Fortaleza,CE,15838.59
2000,Volkswagen,Gol,2017,Azul,Flex,130,4,44231,Usado - Bom Estado,0,Florianópolis,SC,6169.08
2001,Volkswagen,Gol,2020,Branco,Flex,75,4,17646,Usado - Como Novo,24,Belém,PA,9489.6
2002,Volkswagen,Fox,2023,Cinza,Gasolina,85,4,105,Novo,36,São Paulo,SP,14718.8
2003,Mercedes,C 300,2015,Azul,Flex,230,4,96469,Usado - Bom Estado,0,Recife,PE,20496.31
2004,Volkswagen,Polo,2016,Beige,Flex,60,5,90401,Usado - Bom Estado,0,Curitiba,PR,5109.15
2005,Volkswagen,Tiguan,2013,Beige,Elétrico,100,4,11062,Usado - Como Novo,48,São Paulo,SP,8020.12
2006,Fiat,Uno,2014,Vermelho,Flex,60,4,88,Novo,12,Rio de Janeiro,RJ,5817.6
2007,Hyundai,i30,2012,Azul,Gasolina,150,4,36648,Usado - Como Novo,48,Salvador,BA,5638.37
2008,Nissan,Kicks,2015,Marrom,Flex,150,5,18758,Usado - Como Novo,12,Fortaleza,CE,7039.08
2009,Toyota,Yaris,2023,Verde,Híbrido,180,2,395,Novo,24,São Paulo,SP,21164.65
2010,Chevrolet,Onix,2013,Preto,Diesel,150,2,182,Novo,48,Goiânia,GO,8289.07
2011,Toyota,Camry,2023,Branco,Gasolina,100,2,282,Novo,48,Manaus,AM,15887.36
2012,Toyota,Yaris,2013,Cinza,Flex,120,5,5580,Usado - Como Novo,0,Salvador,BA,7648.4
2013,Mercedes,Sprinter,2012,Vermelho,Flex,180,2,97922,Usado - Bom Estado,24,São Paulo,SP,14816.42
2014,Honda,Accord,2021,Marrom,Elétrico,180,4,91181,Usado - Bom Estado,12,Florianópolis,SC,11299.35
2015,Chevrolet,S10,2023,Prata,Gasolina,130,5,100,Novo,24,Curitiba,PR,12666.06
2016,Hyundai,i30,2013,Beige,Flex,130,4,140,Novo,0,Belém,PA,7965.61
2017,Volkswagen,T-Cross,2015,Verde,Híbrido,150,4,11,Novo,48,Belém,PA,12281.36
2018,Mercedes,C 300,2017,Vermelho,Gasolina,230,4,20284,Usado - Como Novo,6,Porto Alegre,RS,31856.9
2019,Toyota,RAV4,2024,Marrom,Gasolina,150,4,282980,Usado - Regular,0,Salvador,BA,4406.08
2020,Ford,Ka,2023,Cinza,Híbrido,60,2,31,Novo,36,Manaus,AM,13272.29
2021,Audi,A4,2018,Preto,Elétrico,250,4,6533,Usado - Como Novo,48,Goiânia,GO,47659.97
2022,Chevrolet,Trax,2018,Verde,Diesel,150,4,286,Novo,0,São Paulo,SP,10282.14
2023,BMW,Z4,2018,Cinza,Híbrido,200,4,167,Novo,12,Goiânia,GO,59304.1
2024,Toyota,Corolla,2015,Laranja,Híbrido,180,4,429,Novo,0,Belém,PA,13593.16
2025,Hyundai,i30,2023,Cinza,Híbrido,110,4,106870,Usado - Bom Estado,6,São Paulo,SP,6975.53
2026,Volkswagen,Tiguan,2016,Cinza,Flex,85,4,218,Novo,36,Belém,PA,9439.63
2027,Fiat,Doblo,2025,Preto,Gasolina,60,2,6996,Usado - Como Novo,48,Curitiba,PR,7667.23
2028,Audi,Q5,2022,Azul,Flex,180,4,101222,Usado - Bom Estado,0,Goiânia,GO,30407.38
2029,Volkswagen,Fox,2023,Laranja,Elétrico,100,4,112211,Usado - Bom Estado,24,Porto Alegre,RS,9886.89
2030,Ford,Focus,2014,Branco,Flex,110,4,469,Novo,36,Manaus,AM,8096.58
2031,Honda,Civic,2012,Vermelho,Gasolina,120,5,25432,Usado - Como Novo,0,Salvador,BA,6372.55
2032,Chevrolet,S10,2025,Marrom,Flex,100,5,50593,Usado - Bom Estado,0,Belém,PA,8277.05
2033,Hyundai,i30,2019,Marrom,Gasolina,100,4,8446,Usado - Como Novo,0,Florianópolis,SC,8896.32
2034,Audi,A4,2021,Prata,Diesel,280,4,32094,Usado - Como Novo,0,Curitiba,PR,45859.74
2035,Ford,Ecosport,2022,Branco,Flex,75,5,33027,Usado - Como Novo,0,Florianópolis,SC,8719.31
2036,Volkswagen,Tiguan,2018,Branco,Diesel,60,4,414,Novo,0,Curitiba,PR,10678.07
2037,Toyota,Hilux,2025,Branco,Gasolina,150,5,32768,Usado - Como Novo,12,Florianópolis,SC,14752.62
2038,Honda,Civic,2020,Branco,Flex,120,2,52362,Usado - Bom Estado,12,Goiânia,GO,7956.62
2039,Honda,CR-V,2025,Preto,Híbrido,200,4,73403,Usado - Bom Estado,6,Curitiba,PR,12519.82
2040,Volkswagen,Fox,2021,Azul,Gasolina,75,2,92527,Usado - Bom Estado,6,Salvador,BA,6267.18
2041,Kia,Soul,2015,Preto,Flex,110,5,19335,Usado - Como Novo,24,Manaus,AM,6656.64
2042,Chevrolet,Onix,2023,Vermelho,Híbrido,130,2,57020,Usado - Bom Estado,36,Rio de Janeiro,RJ,8246.83
2043,Chevrolet,S10,2023,Laranja,Gasolina,60,4,62917,Usado - Bom Estado,48,Rio de Janeiro,RJ,6533.59
2044,Toyota,Corolla,2016,Prata,Diesel,100,4,52926,Usado - Bom Estado,36,Porto Alegre,RS,8046.14
2045,Kia,Seltos,2016,Preto,Diesel,150,5,99,Novo,12,Porto Alegre,RS,8608.85
2046,Fiat,Uno,2024,Vermelho,Gasolina,85,4,92625,Usado - Bom Estado,48,Curitiba,PR,5198.08
2047,Toyota,Corolla,2018,Laranja,Gasolina,100,4,203,Novo,36,Belém,PA,14255.02
2048,Fiat,Uno,2024,Vermelho,Flex,85,5,220923,Usado - Regular,48,Belo Horizonte,MG,4000.0
2049,Chevrolet,Malibu,2020,Azul,Gasolina,150,2,24517,Usado - Como Novo,0,Manaus,AM,7427.28
2050,Toyota,Camry,2019,Vermelho,Flex,80,4,64489,Usado - Bom Estado,12,Belém,PA,8423.36
2051,Hyundai,Creta,2018,Verde,Gasolina,75,4,9031,Usado - Como Novo,0,Florianópolis,SC,7144.65
2052,Chevrolet,Onix,2025,Vermelho,Diesel,110,4,31981,Usado - Como Novo,6,Belém,PA,10935.86
2053,Honda,CR-V,2012,Preto,Diesel,100,2,50774,Usado - Bom Estado,6,Belo Horizonte,MG,5519.77
2054,BMW,520i,2023,Vermelho,Elétrico,230,5,31720,Usado - Como Novo,48,São Paulo,SP,66209.04
2055,Kia,Picanto,2021,Preto,Flex,85,5,80740,Usado - Bom Estado,48,Rio de Janeiro,RJ,7214.51
2056,Ford,Fusion,2024,Laranja,Flex,85,4,42699,Usado - Bom Estado,24,Porto Alegre,RS,7596.63
2057,Hyundai,Tucson,2017,Verde,Flex,85,5,483,Novo,6,Recife,PE,9946.17
2058,Hyundai,Tucson,2021,Laranja,Híbrido,110,5,92577,Usado - Bom Estado,0,Manaus,AM,7299.85
2059,Ford,Focus,2020,Vermelho,Elétrico,150,4,128349,Usado - Regular,24,São Paulo,SP,4708.01
2060,Chevrolet,Onix,2024,Branco,Híbrido,75,4,373,Novo,12,Belo Horizonte,MG,14027.77
2061,Toyota,Hilux,2018,Prata,Flex,100,4,113617,Usado - Bom Estado,0,Recife,PE,6590.01
2062,Chevrolet,S10,2012,Beige,Gasolina,130,4,464,Novo,0,Manaus,AM,6832.12
2063,Nissan,Sentra,2020,Branco,Gasolina,75,4,282699,Usado - Regular,24,Fortaleza,CE,4000.0
2064,Hyundai,Creta,2014,Verde,Gasolina,60,2,13285,Usado - Como Novo,0,Belo Horizonte,MG,5840.45
2065,Toyota,Corolla,2025,Laranja,Diesel,80,4,186975,Usado - Regular,24,Manaus,AM,5616.13
2066,Nissan,Kicks,2020,Verde,Gasolina,75,4,476,Novo,48,Fortaleza,CE,10857.53
2067,Honda,Fit,2015,Azul,Diesel,180,4,48513,Usado - Bom Estado,36,São Paulo,SP,6910.37
2068,Volkswagen,Gol,2020,Laranja,Elétrico,75,4,23681,Usado - Como Novo,48,Fortaleza,CE,12130.93
2069,Honda,Civic,2024,Vermelho,Flex,80,4,13915,Usado - Como Novo,0,Belo Horizonte,MG,11441.75
2070,Volkswagen,Tiguan,2019,Laranja,Híbrido,150,4,100328,Usado - Bom Estado,48,Rio de Janeiro,RJ,7261.65
2071,Fiat,Palio,2018,Branco,Gasolina,60,2,101124,Usado - Bom Estado,12,Belo Horizonte,MG,4000.0
2072,Chevrolet,Onix,2015,Prata,Diesel,75,4,304968,Usado - Regular,24,Goiânia,GO,4000.0
2073,Honda,HR-V,2020,Vermelho,Diesel,180,4,34411,Usado - Como Novo,6,Salvador,BA,13443.73
2074,Kia,Soul,2015,Marrom,Gasolina,75,4,126205,Usado - Regular,48,São Paulo,SP,4000.0
2075,Kia,Stinger,2012,Branco,Flex,110,4,63043,Usado - Bom Estado,12,Salvador,BA,4000.0
2076,Kia,Sportage,2017,Cinza,Diesel,100,4,14043,Usado - Como Novo,0,Belém,PA,7427.66
2077,Volkswagen,Tiguan,2015,Vermelho,Flex,85,4,205,Novo,24,São Paulo,SP,9324.44
2078,Hyundai,HB20,2021,Vermelho,Híbrido,85,4,99723,Usado - Bom Estado,6,Porto Alegre,RS,7054.9
2079,Audi,TT,2014,Branco,Flex,180,2,182711,Usado - Regular,12,Manaus,AM,9718.34
2080,Nissan,X-Trail,2023,Azul,Flex,100,5,78890,Usado - Bom Estado,0,Recife,PE,6746.67
2081,Toyota,Hilux,2016,Laranja,Híbrido,100,5,76146,Usado - Bom Estado,12,Belém,PA,7937.12
2082,Toyota,Yaris,2014,Cinza,Flex,100,4,235433,Usado - Regular,0,Manaus,AM,4000.0
2083,Hyundai,Creta,2022,Verde,Flex,75,2,81375,Usado - Bom Estado,6,Belém,PA,6423.66
2084,Mercedes,Sprinter,2020,Vermelho,Elétrico,280,4,268025,Usado - Regular,0,Goiânia,GO,17159.73
2085,Chevrolet,Equinox,2023,Laranja,Flex,75,4,107602,Usado - Bom Estado,48,Belo Horizonte,MG,6590.68
2086,Chevrolet,Trax,2017,Beige,Flex,100,4,56273,Usado - Bom Estado,24,São Paulo,SP,4775.99
2087,Toyota,Corolla,2014,Beige,Flex,200,4,35237,Usado - Como Novo,0,Rio de Janeiro,RJ,9436.4
2088,Ford,Focus,2016,Verde,Híbrido,150,4,75116,Usado - Bom Estado,48,Goiânia,GO,6853.73
2089,Nissan,Kicks,2019,Preto,Flex,60,5,30434,Usado - Como Novo,24,São Paulo,SP,7400.88
2090,Hyundai,Bayon,2025,Cinza,Diesel,100,2,30,Novo,6,Rio de Janeiro,RJ,13498.16
2091,Nissan,Leaf,2019,Beige,Gasolina,150,4,75939,Usado - Bom Estado,12,Belém,PA,5164.12
2092,Audi,Q5,2017,Prata,Flex,300,4,82541,Usado - Bom Estado,0,Fortaleza,CE,26996.11
2093,Honda,Accord,2016,Verde,Flex,180,4,304,Novo,48,Salvador,BA,13011.01
2094,Chevrolet,Onix,2016,Branco,Híbrido,100,5,40,Novo,48,Rio de Janeiro,RJ,11095.64
2095,Volkswagen,Polo,2012,Branco,Gasolina,75,4,94,Novo,0,Belo Horizonte,MG,6932.43
2096,Nissan,Kicks,2013,Marrom,Flex,150,4,69804,Usado - Bom Estado,24,Belém,PA,4000.0
2097,Chevrolet,Equinox,2023,Prata,Flex,100,5,46,Novo,12,Belo Horizonte,MG,12359.56
2098,Ford,Ecosport,2022,Cinza,Gasolina,75,4,17,Novo,36,Recife,PE,11385.33
2099,Nissan,March,2015,Beige,Gasolina,130,4,22266,Usado - Como Novo,24,Florianópolis,SC,5988.13
2100,Hyundai,i30,2017,Preto,Flex,100,4,4256,Usado - Como Novo,12,São Paulo,SP,8479.13
2101,Mercedes,C 300,2022,Cinza,Flex,180,4,72698,Usado - Bom Estado,12,Florianópolis,SC,27921.67
2102,Chevrolet,Trax,2018,Azul,Elétrico,130,4,478,Novo,24,Fortaleza,CE,12879.18
2103,Honda,Civic,2012,Cinza,Gasolina,120,4,114760,Usado - Bom Estado,24,Rio de Janeiro,RJ,4754.7
2104,Fiat,Doblo,2019,Branco,Flex,60,5,4635,Usado - Como Novo,24,Salvador,BA,6231.64
2105,Nissan,March,2023,Marrom,Flex,130,4,100,Novo,48,Rio de Janeiro,RJ,13284.52
2106,Volkswagen,Gol,2012,Beige,Gasolina,75,5,88110,Usado - Bom Estado,36,Belo Horizonte,MG,4326.41
2107,Kia,Sportage,2020,Verde,Flex,75,5,22712,Usado - Como Novo,0,Fortaleza,CE,7588.3
2108,Mercedes,C 300,2015,Beige,Flex,280,5,43610,Usado - Bom Estado,48,Rio de Janeiro,RJ,24542.06
2109,Volkswagen,T-Cross,2023,Laranja,Diesel,130,4,154860,Usado - Regular,0,Belém,PA,5404.48
2110,Audi,TT,2018,Branco,Gasolina,230,4,75230,Usado - Bom Estado,48,Recife,PE,30191.88
2111,Honda,HR-V,2022,Marrom,Gasolina,200,5,45425,Usado - Bom Estado,36,Fortaleza,CE,10589.51
2112,Honda,Fit,2025,Laranja,Gasolina,120,2,14873,Usado - Como Novo,48,Porto Alegre,RS,15647.82
2113,Honda,Fit,2017,Prata,Elétrico,100,5,99216,Usado - Bom Estado,24,São Paulo,SP,8213.81
2114,Mercedes,C 300,2024,Preto,Flex,200,5,271,Novo,24,Fortaleza,CE,54606.21
2115,Ford,Focus,2020,Cinza,Flex,85,4,42214,Usado - Bom Estado,0,Salvador,BA,6679.34
2116,Honda,HR-V,2025,Azul,Flex,180,4,117659,Usado - Bom Estado,24,Belém,PA,9344.56
2117,Hyundai,i30,2013,Vermelho,Híbrido,150,2,21711,Usado - Como Novo,12,Rio de Janeiro,RJ,6442.41
2118,Ford,Ecosport,2022,Vermelho,Gasolina,130,4,41686,Usado - Bom Estado,0,Manaus,AM,6938.12
2119,Toyota,Hilux,2018,Verde,Flex,80,2,46464,Usado - Bom Estado,12,Rio de Janeiro,RJ,7870.81
2120,Mercedes,C 300,2022,Marrom,Flex,280,4,9648,Usado - Como Novo,24,Porto Alegre,RS,49788.78
2121,Nissan,Leaf,2016,Prata,Diesel,85,5,82636,Usado - Bom Estado,48,Florianópolis,SC,4706.09
2122,Chevrolet,Malibu,2024,Branco,Flex,60,4,44759,Usado - Bom Estado,12,Belo Horizonte,MG,6577.47
2123,Audi,TT,2018,Azul,Diesel,250,4,26734,Usado - Como Novo,6,Belo Horizonte,MG,37274.65
2124,Hyundai,Bayon,2012,Verde,Híbrido,130,5,13069,Usado - Como Novo,0,Goiânia,GO,6707.76
2125,Audi,TT,2022,Prata,Flex,320,4,16846,Usado - Como Novo,12,Recife,PE,50626.24
2126,Ford,Ecosport,2022,Preto,Flex,60,4,24822,Usado - Como Novo,6,Rio de Janeiro,RJ,8785.81
2127,Ford,Ecosport,2021,Branco,Flex,85,4,75260,Usado - Bom Estado,12,São Paulo,SP,6059.24
2128,Honda,Accord,2020,Vermelho,Flex,80,5,80264,Usado - Bom Estado,0,Curitiba,PR,7332.29
2129,Mercedes,A 200,2012,Preto,Diesel,320,4,26753,Usado - Como Novo,36,Curitiba,PR,32137.53
2130,Hyundai,Creta,2025,Verde,Flex,100,4,287,Novo,0,Porto Alegre,RS,13081.09
2131,Honda,Accord,2016,Marrom,Gasolina,180,4,22191,Usado - Como Novo,24,São Paulo,SP,9314.09
2132,Toyota,Hilux,2025,Laranja,Gasolina,100,4,95700,Usado - Bom Estado,6,Fortaleza,CE,10994.62
2133,Chevrolet,S10,2019,Marrom,Híbrido,110,4,51418,Usado - Bom Estado,12,Belém,PA,6653.0
2134,Chevrolet,S10,2012,Branco,Gasolina,130,5,66,Novo,0,Goiânia,GO,6876.82
2135,Fiat,Doblo,2018,Preto,Flex,60,5,81683,Usado - Bom Estado,48,Porto Alegre,RS,4051.15
2136,Mercedes,C 300,2013,Cinza,Flex,180,4,107,Novo,0,Goiânia,GO,31666.75
2137,Toyota,RAV4,2018,Marrom,Diesel,80,4,217322,Usado - Regular,6,Fortaleza,CE,4000.0
2138,Fiat,Punto,2018,Beige,Flex,60,4,148606,Usado - Regular,0,Florianópolis,SC,4000.0
2139,Honda,Fit,2020,Preto,Flex,80,4,263449,Usado - Regular,12,Manaus,AM,4000.0
2140,Kia,Soul,2017,Verde,Híbrido,85,4,77982,Usado - Bom Estado,24,Curitiba,PR,5405.13
2141,Nissan,Kicks,2015,Marrom,Flex,60,2,53230,Usado - Bom Estado,0,Porto Alegre,RS,4260.23
2142,Chevrolet,Equinox,2018,Laranja,Flex,150,2,3971,Usado - Como Novo,24,Goiânia,GO,7840.02
2143,Fiat,Doblo,2018,Verde,Elétrico,75,4,118565,Usado - Bom Estado,24,Salvador,BA,4956.47
2144,Volkswagen,Gol,2015,Laranja,Flex,85,2,58485,Usado - Bom Estado,36,Florianópolis,SC,5245.82
2145,Hyundai,Bayon,2013,Cinza,Flex,75,4,36263,Usado - Como Novo,48,Rio de Janeiro,RJ,7339.72
2146,Nissan,X-Trail,2024,Beige,Flex,130,4,7713,Usado - Como Novo,24,Goiânia,GO,10162.72
2147,Hyundai,i30,2022,Cinza,Diesel,75,4,124312,Usado - Regular,24,Fortaleza,CE,4140.08
2148,Volkswagen,Fox,2020,Beige,Híbrido,75,4,34445,Usado - Como Novo,24,Florianópolis,SC,10958.44
2149,Chevrolet,Onix,2025,Prata,Gasolina,130,4,11956,Usado - Como Novo,0,Florianópolis,SC,10738.2
2150,Nissan,March,2019,Vermelho,Flex,130,4,390,Novo,48,Goiânia,GO,10622.2
2151,Volkswagen,Fox,2016,Laranja,Flex,60,5,6228,Usado - Como Novo,12,Belém,PA,8052.32
2152,Honda,Fit,2025,Prata,Gasolina,120,4,64610,Usado - Bom Estado,24,Belo Horizonte,MG,9419.3
2153,Fiat,Uno,2016,Preto,Diesel,60,5,337,Novo,12,Belo Horizonte,MG,7075.99
2154,Nissan,March,2012,Beige,Diesel,130,5,117213,Usado - Bom Estado,48,Florianópolis,SC,4000.0
2155,Toyota,RAV4,2022,Cinza,Gasolina,100,4,90850,Usado - Bom Estado,12,Porto Alegre,RS,8576.58
2156,Volkswagen,Polo,2020,Prata,Híbrido,150,4,112590,Usado - Bom Estado,24,Manaus,AM,7244.15
2157,Honda,Civic,2022,Cinza,Flex,150,2,200780,Usado - Regular,0,Goiânia,GO,4188.49
2158,Volkswagen,Tiguan,2025,Beige,Flex,100,4,2971,Usado - Como Novo,24,Rio de Janeiro,RJ,11795.11
2159,Hyundai,i30,2021,Cinza,Híbrido,110,4,289,Novo,0,Recife,PE,13688.59
2160,Fiat,Doblo,2022,Branco,Flex,100,5,132281,Usado - Regular,36,Manaus,AM,4000.0
2161,Ford,Ranger,2019,Branco,Flex,100,4,396,Novo,12,Recife,PE,9521.03
2162,Ford,Fusion,2016,Laranja,Gasolina,150,4,201036,Usado - Regular,12,Goiânia,GO,4000.0
2163,Volkswagen,Gol,2021,Cinza,Gasolina,60,4,129564,Usado - Regular,24,Curitiba,PR,4182.49
2164,Kia,Picanto,2017,Preto,Flex,85,2,138966,Usado - Regular,0,Fortaleza,CE,4000.0
2165,Hyundai,HB20,2023,Branco,Híbrido,150,2,139103,Usado - Regular,6,Porto Alegre,RS,4208.35
2166,Audi,A3,2021,Preto,Flex,230,4,2,Novo,48,Salvador,BA,54890.27
2167,Ford,Focus,2022,Verde,Gasolina,100,4,123,Novo,48,Recife,PE,12768.24
2168,Honda,Accord,2021,Azul,Flex,150,2,11396,Usado - Como Novo,0,Rio de Janeiro,RJ,11214.0
2169,Ford,Ka,2019,Beige,Elétrico,110,4,57666,Usado - Bom Estado,24,Curitiba,PR,7214.94
2170,Volkswagen,Tiguan,2017,Beige,Flex,85,4,230,Novo,24,Florianópolis,SC,9524.14
2171,Ford,Fusion,2021,Preto,Elétrico,100,2,77156,Usado - Bom Estado,6,Goiânia,GO,7032.69
2172,Toyota,Yaris,2025,Vermelho,Flex,80,4,290,Novo,6,Curitiba,PR,19176.93
2173,Honda,HR-V,2015,Preto,Gasolina,100,4,84802,Usado - Bom Estado,48,Fortaleza,CE,5968.79
2174,Kia,Seltos,2014,Beige,Diesel,60,2,33912,Usado - Como Novo,0,Rio de Janeiro,RJ,5324.54
2175,Honda,CR-V,2018,Azul,Flex,120,4,5823,Usado - Como Novo,48,Fortaleza,CE,10602.29
2176,Kia,Picanto,2024,Branco,Flex,85,4,274289,Usado - Regular,12,Belo Horizonte,MG,4000.0
2177,Volkswagen,Fox,2013,Preto,Diesel,110,2,100661,Usado - Bom Estado,0,Manaus,AM,4309.12
2178,Ford,Ka,2018,Cinza,Flex,60,2,184,Novo,6,Manaus,AM,8784.04
2179,Fiat,Palio,2012,Vermelho,Híbrido,130,4,150058,Usado - Regular,6,Recife,PE,4000.0
2180,Chevrolet,Equinox,2024,Beige,Flex,60,4,5428,Usado - Como Novo,6,Porto Alegre,RS,10377.65
2181,Volkswagen,Fox,2021,Preto,Diesel,85,4,100094,Usado - Bom Estado,6,Florianópolis,SC,7178.28
2182,Honda,Fit,2016,Preto,Elétrico,200,4,66628,Usado - Bom Estado,36,Goiânia,GO,8290.26
2183,Toyota,Corolla,2020,Cinza,Gasolina,80,4,42944,Usado - Bom Estado,6,Porto Alegre,RS,8599.51
2184,Volkswagen,Fox,2024,Verde,Flex,130,5,13943,Usado - Como Novo,48,Belém,PA,11656.73
2185,Ford,Fusion,2024,Branco,Flex,150,5,44695,Usado - Bom Estado,48,São Paulo,SP,8389.25
2186,BMW,520i,2012,Azul,Híbrido,280,4,287,Novo,6,Salvador,BA,42562.82
2187,Kia,Sportage,2019,Branco,Diesel,100,4,96897,Usado - Bom Estado,24,Curitiba,PR,5731.91
2188,Fiat,Punto,2020,Cinza,Gasolina,150,4,452,Novo,12,Manaus,AM,9397.53
2189,Nissan,Kicks,2020,Beige,Flex,85,4,21207,Usado - Como Novo,36,Porto Alegre,RS,8296.67
2190,Ford,Fusion,2019,Cinza,Flex,100,5,16635,Usado - Como Novo,6,Fortaleza,CE,8399.76
2191,Volkswagen,Tiguan,2015,Laranja,Diesel,100,5,175786,Usado - Regular,36,Curitiba,PR,4000.0
2192,Mercedes,Sprinter,2025,Prata,Híbrido,300,4,27637,Usado - Como Novo,12,São Paulo,SP,53970.99
